"age_group","count","percent","rates"
"19 or Under","1","0.2551","0.20391"
"20-29","3","0.76531","1.2137"
"30-39","7","1.78571","2.56623"
"40-49","15","3.82653","5.25521"
"50-59","34","8.67347","12.54053"
"60-69","64","16.32653","29.6652"
"70-79","84","21.42857","62.86955"
"80-89","100","25.5102","156.96862"
"90+","84","21.42857","511.69591"
"Unknown","0","0","0"
