"age_group","count","percent","rates"
"19 or Under","6","0.29297","1.22345"
"20-29","11","0.53711","4.45022"
"30-39","30","1.46484","10.99812"
"40-49","58","2.83203","20.32015"
"50-59","174","8.49609","64.17799"
"60-69","282","13.76953","130.71229"
"70-79","444","21.67969","332.31046"
"80-89","571","27.88086","896.29083"
"90+","472","23.04688","2875.24366"
"Unknown","0","0","0"
