"age_group","count","percent","rates"
"19 or Under","1","0.3","0.2"
"20-29","3","0.8","1.2"
"30-39","7","1.8","2.6"
"40-49","15","3.9","5.3"
"50-59","34","8.8","12.5"
"60-69","64","16.6","29.7"
"70-79","83","21.6","62.1"
"80-89","94","24.4","147.6"
"90+","84","21.8","511.7"
"Unknown","0","0","0"
