"age_group","count","percent","rates"
"19 or under","0","0","0"
"20-29","2","0.6","0.8"
"30-39","7","2","2.6"
"40-49","14","4","4.9"
"50-59","33","9.3","12.2"
"60-69","59","16.7","27.3"
"70-79","77","21.8","57.6"
"80-89","85","24.1","133.4"
"90+","76","21.5","463"
"Unknown","0","0","0"
