"age_group","count","percent","rates"
"19 or Under","4","0.21633","0.81564"
"20-29","8","0.43267","3.23652"
"30-39","30","1.6225","10.99812"
"40-49","66","3.5695","23.12293"
"50-59","170","9.19416","62.70263"
"60-69","280","15.14332","129.78525"
"70-79","405","21.90373","303.12102"
"80-89","495","26.77123","776.99468"
"90+","391","21.14657","2381.82261"
"Unknown","0","0","0"
