"age_group","count","percent","rates"
"19 or Under","1","0.23256","0.20391"
"20-29","3","0.69767","1.2137"
"30-39","7","1.62791","2.56623"
"40-49","17","3.95349","5.95591"
"50-59","38","8.83721","14.01588"
"60-69","70","16.27907","32.44631"
"70-79","93","21.62791","69.60557"
"80-89","108","25.11628","169.52611"
"90+","93","21.62791","566.52047"
"Unknown","0","0","0"
