"age_group","count","percent","rates"
"19 and Under","0","0","0"
"20 - 29","0","0","0"
"30-39","4","1.9","1.5"
"40-49","6","2.9","2.1"
"50-59","23","11.1","8.5"
"60-69","36","17.3","16.7"
"70-79","44","21.2","32.9"
"80-89","51","24.5","80.1"
"90+","44","21.2","268"
"Unknown","0","0","0"
