"age_group","count","percent","rates"
"19 and Under","0","0","0"
"20 - 29","0","0","0"
"30-39","4","1.9","1.5"
"40-49","6","2.9","2.1"
"50-59","22","10.5","8.1"
"60-69","36","17.2","16.7"
"70-79","45","21.5","33.7"
"80-89","51","24.4","80.1"
"90+","45","21.5","274.1"
"Unknown","0","0",
