"age_group","count","percent","rates"
"19 or Under","0","0","0"
"20 - 29","0","0","0"
"30-39","5","1.9","1.8"
"40-49","10","3.9","3.5"
"50-59","26","10.1","9.6"
"60-69","43","16.7","19.9"
"70-79","57","22.2","42.7"
"80-89","62","24.1","97.3"
"90+","54","21","328.9"
"Unknown","0","0","0"
