"age_group","count","percent","rates"
"19 or Under","1","0.19011","0.20391"
"20-29","3","0.57034","1.2137"
"30-39","8","1.52091","2.93283"
"40-49","22","4.18251","7.70764"
"50-59","44","8.36502","16.22892"
"60-69","79","15.01901","36.61798"
"70-79","112","21.29278","83.82606"
"80-89","139","26.42586","218.18638"
"90+","118","22.43346","718.81092"
"Unknown","0","0","0"
