"age_group","count","percent","rates"
"19 or Under","1","0.21277","0.20391"
"20-29","3","0.6383","1.2137"
"30-39","8","1.70213","2.93283"
"40-49","18","3.82979","6.30625"
"50-59","40","8.51064","14.75356"
"60-69","73","15.53191","33.83687"
"70-79","99","21.06383","74.09625"
"80-89","125","26.59574","196.21078"
"90+","103","21.91489","627.43665"
"Unknown","0","0","0"
