"age_group","count","percent","rates"
"19 or under","4","0.17279","0.84687"
"20-29","15","0.64795","5.46311"
"30-39","45","1.94384","15.12371"
"40-49","87","3.7581","31.79139"
"50-59","214","9.24406","85.18057"
"60-69","368","15.89633","198.69445"
"70-79","485","20.95032","455.96849"
"80-84","292","12.61339","923.90445"
"85+","805","34.77322","2302.96095"
"Unknown","0","0","0"
