"age_group","count","percent","rates"
"19 or Under","3","0.15236","0.61173"
"20-29","11","0.55866","4.45022"
"30-39","28","1.42204","10.26491"
"40-49","54","2.74251","18.91876"
"50-59","167","8.48146","61.59611"
"60-69","268","13.61097","124.22303"
"70-79","434","22.04165","324.82599"
"80-89","545","27.67902","855.47899"
"90+","459","23.31133","2796.05263"
"Unknown","0","0","0"
