"age_group","count","percent","rates"
"19 or Under","0","0","0"
"20 - 29","0","0","0"
"30-39","5","2.1","1.8"
"40-49","8","3.3","2.8"
"50-59","24","10","8.9"
"60-69","41","17.1","19"
"70-79","54","22.5","40.4"
"80-89","56","23.3","87.9"
"90+","52","21.7","316.8"
"Unknown","0","0","0"
