"age_group","count","percent","rates"
"19 or Under","3","0.16465","0.61173"
"20-29","11","0.60373","4.45022"
"30-39","25","1.37212","9.1651"
"40-49","48","2.63447","16.81667"
"50-59","148","8.12294","54.58817"
"60-69","250","13.72119","115.87969"
"70-79","408","22.39297","305.36636"
"80-89","497","27.27772","780.13405"
"90+","432","23.71021","2631.57895"
"Unknown","0","0","0"
