"age_group","count","percent","rates"
"19 or Under","1","0.2445","0.20391"
"20-29","3","0.7335","1.2137"
"30-39","7","1.71149","2.56623"
"40-49","16","3.91198","5.60556"
"50-59","34","8.31296","12.54053"
"60-69","66","16.13692","30.59224"
"70-79","88","21.51589","65.86333"
"80-89","105","25.67237","164.81705"
"90+","89","21.76039","542.154"
"Unknown","0","0","0"
