"age_group","count","percent","rates"
"19 or Under","2","0.18587","0.40782"
"20-29","5","0.46468","2.02283"
"30-39","15","1.39405","5.49906"
"40-49","33","3.06691","11.56146"
"50-59","79","7.34201","29.13828"
"60-69","145","13.47584","67.21022"
"70-79","221","20.53903","165.40678"
"80-89","302","28.06691","474.04524"
"90+","274","25.46468","1669.10331"
"Unknown","0","0","0"
