"age_group","count","percent","rates"
"19 or under","0","0","0"
"20-29","0","0","0"
"30-39","4","2.2","1.5"
"40-49","6","3.3","2.1"
"50-59","19","10.3","7"
"60-69","30","16.3","13.9"
"70-79","42","22.8","31.4"
"80-89","43","23.4","67.5"
"90+","40","21.7","243.7"
"Unknown","0","0","0"
