"age_group","count","percent","rates"
"19 or Under","1","0.1","0.2"
"20-29","3","0.4","1.2"
"30-39","13","1.6","4.8"
"40-49","29","3.6","10.2"
"50-59","59","7.2","21.8"
"60-69","121","14.8","56.1"
"70-79","178","21.8","133.2"
"80-89","224","27.5","351.6"
"90+","187","22.9","1139.1"
"Unknown","0","0","0"
