"age_group","count","percent","rates"
"19 or Under","1","0.21552","0.20391"
"20-29","3","0.64655","1.2137"
"30-39","8","1.72414","2.93283"
"40-49","18","3.87931","6.30625"
"50-59","40","8.62069","14.75356"
"60-69","73","15.73276","33.83687"
"70-79","98","21.12069","73.3478"
"80-89","121","26.07759","189.93203"
"90+","102","21.98276","621.34503"
"Unknown","0","0","0"
