"age_group","count","percent","rates"
"19 or Under","3","0.17564","0.61173"
"20-29","10","0.58548","4.04565"
"30-39","22","1.28806","8.06528"
"40-49","45","2.63466","15.76563"
"50-59","128","7.49415","47.21139"
"60-69","235","13.75878","108.92691"
"70-79","382","22.36534","285.90674"
"80-89","468","27.40047","734.61315"
"90+","415","24.29742","2528.02144"
"Unknown","0","0","0"
