"age_group","count","percent","rates"
"19 or under","6","0.24671","1.2703"
"20-29","16","0.65789","5.82731"
"30-39","46","1.89145","15.45979"
"40-49","90","3.70066","32.88764"
"50-59","221","9.08717","87.96685"
"60-69","386","15.87171","208.4132"
"70-79","500","20.55921","470.0706"
"80-84","309","12.70559","977.6934"
"85+","858","35.27961","2454.58447"
"Unknown","0","0","0"
