"age_group","count","percent","rates"
"19 or Under","0","0","0"
"20 - 29","0","0","0"
"30-39","5","1.6","1.8"
"40-49","11","3.6","3.9"
"50-59","30","9.9","11.1"
"60-69","50","16.4","23.2"
"70-79","68","22.4","50.9"
"80-89","76","25","119.3"
"90+","64","21.1","389.9"
"Unknown","0","0","0"
