"age_group","count","percent","rates"
"19 or Under","0","0","0"
"20 - 29","0","0","0"
"30-39","5","2","1.8"
"40-49","10","3.9","3.5"
"50-59","26","10.2","9.6"
"60-69","42","16.5","19.5"
"70-79","57","22.4","42.7"
"80-89","61","24","95.8"
"90+","53","20.9","322.9"
"Unknown","0","0","0"
