"age_group","count","percent","rates"
"19 or under","5","0.21322","1.05858"
"20-29","16","0.6823","5.82731"
"30-39","45","1.91898","15.12371"
"40-49","88","3.75267","32.15681"
"50-59","216","9.21109","85.97665"
"60-69","373","15.90618","201.3941"
"70-79","485","20.6823","455.96849"
"80-84","298","12.70789","942.88878"
"85+","819","34.92537","2343.01244"
"Unknown","0","0","0"
