"age_group","count","percent","rates"
"19 or under","0","0","0"
"20-29","0","0","0"
"30-39","4","2.2","1.5"
"40-49","6","3.3","2.1"
"50-59","19","10.4","7"
"60-69","30","16.4","13.9"
"70-79","42","23","31.4"
"80-89","43","23.5","67.5"
"90+","39","21.3","237.6"
"Unknown","0","0","0"
