"age_group","count","percent","rates"
"19 or Under","3","0.17351","0.61173"
"20-29","10","0.57837","4.04565"
"30-39","23","1.33025","8.43189"
"40-49","46","2.6605","16.11598"
"50-59","133","7.69231","49.05559"
"60-69","237","13.70735","109.85395"
"70-79","386","22.32504","288.90053"
"80-89","473","27.35685","742.46158"
"90+","418","24.17582","2546.2963"
"Unknown","0","0","0"
