"race_eth","counts","percent","rates","percent_pop"
"African American","17","3.89908","35.80983","2.36"
"Asian","105","24.08257","16.02552","35.65"
"Latino","162","37.15596","29.62042","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.45872","28.33263","0.32"
"White","132","30.27523","19.68983","32.04"
"Other","11","2.52294",,"3.85"
"Unknown","7","1.6055",,
