"race_eth","counts","percent","rates","percent_pop"
"African American","12","3.9","25.3","2.36"
"Asian","80","26.1","12.2","35.65"
"Latino","105","34.3","19.2","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.7","28.3","0.32"
"White","91","29.7","13.6","32.04"
"Other","11","3.6",,"3.85"
"Unknown","5","1.6",,
