"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.83648","107.42949","2.36"
"Asian","426","23.69299","65.01782","35.65"
"Latino","512","28.47608","93.61515","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.50056","127.49681","0.32"
"White","565","31.4238","84.27842","32.04"
"Other","105","5.83982",,"3.85"
"Unknown","130","7.23026",,
