"race_eth","counts","percent","rates","percent_pop"
"African American","8","3.8","16.9","2.36"
"Asian","61","28.6","9.3","35.65"
"Latino","71","33.3","13","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.5","14.2","0.32"
"White","64","30","9.5","32.04"
"Other","6","2.8",,"3.85"
"Unknown","2","0.9",,
