"race_eth","counts","percent","rates","percent_pop"
"African American","61","2.92146","128.49409","2.36"
"Asian","492","23.56322","75.091","35.65"
"Latino","598","28.63985","109.33957","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.43103","127.49681","0.32"
"White","636","30.45977","94.86916","32.04"
"Other","126","6.03448",,"3.85"
"Unknown","166","7.95019",,
