"race_eth","counts","percent","rates","percent_pop"
"African American","11","4.2","23.2","2.36"
"Asian","68","25.9","10.4","35.65"
"Latino","91","34.6","16.6","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.4","14.2","0.32"
"White","80","30.4","11.9","32.04"
"Other","9","3.4",,"3.85"
"Unknown","3","1.1",,
