"race_eth","counts","percent","rates","percent_pop"
"African American","56","2.92887","117.96179","2.36"
"Asian","458","23.95397","69.90179","35.65"
"Latino","543","28.39958","99.28326","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.47071","127.49681","0.32"
"White","592","30.96234","88.30588","32.04"
"Other","113","5.91004",,"3.85"
"Unknown","141","7.37448",,
