"race_eth","counts","percent","rates","percent_pop"
"African American","55","2.64169","121.52279","2.4"
"Asian","443","21.27762","63.34997","37.7"
"Latino","647","31.07589","131.7778","26.5"
"Native Hawaiian & Other Pacific Islander","9","0.43228","144.48547","0.3"
"White","609","29.25072","100.18046","32.8"
"Other","169","8.1172","3069.93642","0.3"
"Unknown","150","7.20461",,
