"race_eth","counts","percent","rates","percent_pop"
"African American","12","4","25.3","2.36"
"Asian","79","26.4","12.1","35.65"
"Latino","102","34.1","18.6","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.7","28.3","0.32"
"White","91","30.4","13.6","32.04"
"Other","11","3.7",,"3.85"
"Unknown","2","0.7",,
