"race_eth","counts","percent","rates","percent_pop"
"African American","55","2.7336","121.52279","2.4"
"Asian","431","21.42147","61.63394","37.7"
"Latino","635","31.56064","129.3337","26.5"
"Native Hawaiian & Other Pacific Islander","8","0.39761","128.43153","0.3"
"White","579","28.77734","95.24546","32.8"
"Other","163","8.10139","2960.9446","0.3"
"Unknown","141","7.00795",,
