"race_eth","counts","percent","rates","percent_pop"
"African American","66","2.80255","145.82735","2.4"
"Asian","528","22.42038","75.50516","37.7"
"Latino","741","31.46497","150.92326","26.5"
"Native Hawaiian & Other Pacific Islander","13","0.55202","208.70124","0.3"
"White","793","33.67304","130.44844","32.8"
"Other","184","7.81316","3342.41599","0.3"
"Unknown","30","1.27389",,
