"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.84439","107.42949","2.36"
"Asian","399","22.25321","60.89697","35.65"
"Latino","556","31.00948","101.66021","25.78"
"Native Hawaiian & Other Pacific Islander","6","0.33463","84.99788","0.32"
"White","513","28.61127","76.52182","32.04"
"Other","149","8.31009",,"3.85"
"Unknown","119","6.63692",,
