"race_eth","counts","percent","rates","percent_pop"
"African American","61","2.90753","128.49409","2.36"
"Asian","495","23.5939","75.54887","35.65"
"Latino","601","28.64633","109.8881","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.42898","127.49681","0.32"
"White","640","30.50524","95.46582","32.04"
"Other","126","6.00572",,"3.85"
"Unknown","166","7.9123",,
