"race_eth","counts","percent","rates","percent_pop"
"African American","14","3.7","29.5","2.36"
"Asian","92","24.1","14","35.65"
"Latino","145","38","26.5","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.8","42.5","0.32"
"White","110","28.8","16.4","32.04"
"Other","10","2.6",,"3.85"
"Unknown","8","2.1",,
