"race_eth","counts","percent","rates","percent_pop"
"African American","46","3.01047","96.89718","2.36"
"Asian","366","23.95288","55.86038","35.65"
"Latino","437","28.59948","79.902","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.58901","127.49681","0.32"
"White","494","32.32984","73.68768","32.04"
"Other","91","5.9555",,"3.85"
"Unknown","85","5.56283",,
