"race_eth","counts","percent","rates","percent_pop"
"African American","51","3.05755","107.42949","2.36"
"Asian","398","23.86091","60.74435","35.65"
"Latino","474","28.41727","86.66715","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.53957","127.49681","0.32"
"White","533","31.95444","79.50513","32.04"
"Other","95","5.69544",,"3.85"
"Unknown","108","6.47482",,
