"race_eth","counts","percent","rates","percent_pop"
"African American","49","2.79521","103.21657","2.36"
"Asian","396","22.58985","60.4391","35.65"
"Latino","543","30.97547","99.28326","25.78"
"Native Hawaiian & Other Pacific Islander","6","0.34227","84.99788","0.32"
"White","496","28.29435","73.98601","32.04"
"Other","147","8.38562",,"3.85"
"Unknown","116","6.61723",,
