"race_eth","counts","percent","rates","percent_pop"
"African American","19","3.68932","40.02275","2.36"
"Asian","125","24.27184","19.078","35.65"
"Latino","177","34.36893","32.36305","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.38835","28.33263","0.32"
"White","170","33.00971","25.35811","32.04"
"Other","15","2.91262",,"3.85"
"Unknown","7","1.35922",,
