"race_eth","counts","percent","rates","percent_pop"
"African American","54","2.81543","119.31329","2.4"
"Asian","418","21.79353","59.77491","37.7"
"Latino","609","31.75182","124.03814","26.5"
"Native Hawaiian & Other Pacific Islander","8","0.4171","128.43153","0.3"
"White","545","28.41502","89.65246","32.8"
"Other","157","8.18561","2851.95277","0.3"
"Unknown","127","6.62148",,
