"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.94627","107.42949","2.36"
"Asian","435","25.12998","66.39143","35.65"
"Latino","540","31.19584","98.73473","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.51993","127.49681","0.32"
"White","554","32.00462","82.6376","32.04"
"Other","104","6.00809",,"3.85"
"Unknown","38","2.19526",,
