"race_eth","counts","percent","rates","percent_pop"
"African American","60","2.90135","126.38763","2.36"
"Asian","488","23.59768","74.48051","35.65"
"Latino","592","28.62669","108.24252","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.4352","127.49681","0.32"
"White","630","30.46422","93.97417","32.04"
"Other","125","6.04449",,"3.85"
"Unknown","164","7.93037",,
