"race_eth","counts","percent","rates","percent_pop"
"African American","56","2.89107","117.96179","2.36"
"Asian","460","23.74806","70.20703","35.65"
"Latino","554","28.60093","101.29452","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.46464","127.49681","0.32"
"White","600","30.97574","89.49921","32.04"
"Other","113","5.83376",,"3.85"
"Unknown","145","7.4858",,
