"race_eth","counts","percent","rates","percent_pop"
"African American","56","2.87327","117.96179","2.36"
"Asian","462","23.70446","70.51228","35.65"
"Latino","559","28.68138","102.20873","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.46178","127.49681","0.32"
"White","603","30.93894","89.9467","32.04"
"Other","114","5.84915",,"3.85"
"Unknown","146","7.49102",,
