"race_eth","counts","percent","rates","percent_pop"
"African American","58","2.8971","122.17471","2.36"
"Asian","474","23.67632","72.34377","35.65"
"Latino","574","28.67133","104.95136","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.44955","127.49681","0.32"
"White","617","30.81918","92.03502","32.04"
"Other","118","5.89411",,"3.85"
"Unknown","152","7.59241",,
