"race_eth","counts","percent","rates","percent_pop"
"African American","17","4.00943","35.80983","2.36"
"Asian","100","23.58491","15.2624","35.65"
"Latino","159","37.5","29.07189","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.4717","28.33263","0.32"
"White","125","29.48113","18.64567","32.04"
"Other","10","2.35849",,"3.85"
"Unknown","11","2.59434",,
