"race_eth","counts","percent","rates","percent_pop"
"African American","16","3.59551","33.70337","2.36"
"Asian","108","24.26966","16.48339","35.65"
"Latino","157","35.2809","28.70621","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.44944","28.33263","0.32"
"White","137","30.78652","20.43565","32.04"
"Other","14","3.14607",,"3.85"
"Unknown","11","2.47191",,
