"race_eth","counts","percent","rates","percent_pop"
"African American","16","3.57942","33.70337","2.36"
"Asian","110","24.6085","16.78864","35.65"
"Latino","158","35.34676","28.88905","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.44743","28.33263","0.32"
"White","140","31.31991","20.88315","32.04"
"Other","14","3.13199",,"3.85"
"Unknown","7","1.566",,
