"race_eth","counts","percent","rates","percent_pop"
"African American","58","2.58582","128.15131","2.4"
"Asian","476","21.22158","68.06904","37.7"
"Latino","696","31.02987","141.75788","26.5"
"Native Hawaiian & Other Pacific Islander","10","0.44583","160.53941","0.3"
"White","666","29.69238","109.55695","32.8"
"Other","176","7.84663","3197.09355","0.3"
"Unknown","161","7.17789",,
