"race_eth","counts","percent","rates","percent_pop"
"African American","25","3.2","52.7","2.36"
"Asian","195","25.3","29.8","35.65"
"Latino","248","32.2","45.3","25.78"
"Native Hawaiian & Other Pacific Islander","6","0.8","85","0.32"
"White","243","31.5","36.2","32.04"
"Other","33","4.3",,"3.85"
"Unknown","21","2.7",,
