"race_eth","counts","percent","rates","percent_pop"
"African American","59","2.91358","124.28117","2.36"
"Asian","480","23.7037","73.25951","35.65"
"Latino","582","28.74074","106.4141","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.44444","127.49681","0.32"
"White","618","30.51852","92.18418","32.04"
"Other","123","6.07407",,"3.85"
"Unknown","154","7.60494",,
