"race_eth","counts","percent","rates","percent_pop"
"African American","54","2.85412","113.74887","2.36"
"Asian","452","23.89006","68.98604","35.65"
"Latino","538","28.43552","98.36905","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.47569","127.49681","0.32"
"White","588","31.07822","87.70922","32.04"
"Other","112","5.91966",,"3.85"
"Unknown","139","7.34672",,
