"race_eth","counts","percent","rates","percent_pop"
"African American","19","3.94191","40.02275","2.36"
"Asian","118","24.48133","18.00963","35.65"
"Latino","169","35.06224","30.90031","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.41494","28.33263","0.32"
"White","155","32.15768","23.12063","32.04"
"Other","14","2.90456",,"3.85"
"Unknown","5","1.03734",,
