"race_eth","counts","percent","rates","percent_pop"
"African American","53","2.79389","117.10378","2.4"
"Asian","416","21.92936","59.48891","37.7"
"Latino","600","31.62889","122.20507","26.5"
"Native Hawaiian & Other Pacific Islander","8","0.42172","128.43153","0.3"
"White","539","28.41328","88.66546","32.8"
"Other","157","8.27623","2851.95277","0.3"
"Unknown","124","6.53664",,
