"race_eth","counts","percent","rates","percent_pop"
"African American","19","3.38681","40.02275","2.36"
"Asian","141","25.13369","21.51998","35.65"
"Latino","189","33.68984","34.55716","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.53476","42.49894","0.32"
"White","179","31.90731","26.7006","32.04"
"Other","17","3.0303",,"3.85"
"Unknown","13","2.31729",,
