"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.93779","107.42949","2.36"
"Asian","411","23.67512","62.72846","35.65"
"Latino","493","28.39862","90.14115","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.51843","127.49681","0.32"
"White","555","31.97005","82.78677","32.04"
"Other","100","5.76037",,"3.85"
"Unknown","117","6.73963",,
