"race_eth","counts","percent","rates","percent_pop"
"African American","23","3.24401","48.44859","2.36"
"Asian","182","25.66996","27.77757","35.65"
"Latino","225","31.73484","41.13947","25.78"
"Native Hawaiian & Other Pacific Islander","5","0.70522","70.83156","0.32"
"White","227","32.01693","33.86053","32.04"
"Other","28","3.94922",,"3.85"
"Unknown","19","2.67983",,
