"race_eth","counts","percent","rates","percent_pop"
"African American","16","3.9604","33.70337","2.36"
"Asian","98","24.25743","14.95715","35.65"
"Latino","150","37.12871","27.42631","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.49505","28.33263","0.32"
"White","120","29.70297","17.89984","32.04"
"Other","9","2.22772",,"3.85"
"Unknown","9","2.22772",,
